COUNTRY,TIME,VALUE ,MEASURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,12/1/10,676,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,1/1/11,676,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,2/1/11,663,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,3/1/11,670,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,4/1/11,658,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,5/1/11,667,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,6/1/11,661,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,7/1/11,666,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,8/1/11,676,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,9/1/11,679,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,10/1/11,663,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,11/1/11,669,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,12/1/11,664,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,1/1/12,677,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,2/1/12,675,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,3/1/12,676,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,4/1/12,673,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,5/1/12,670,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,6/1/12,666,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,7/1/12,668,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,8/1/12,663,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,9/1/12,672,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,10/1/12,668,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,11/1/12,681,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,12/1/12,667,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,1/1/13,658,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,2/1/13,652,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,3/1/13,656,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,4/1/13,669,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,5/1/13,673,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,6/1/13,677,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,7/1/13,673,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,8/1/13,673,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,9/1/13,681,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,10/1/13,684,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,11/1/13,666,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,12/1/13,672,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,1/1/14,670,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,2/1/14,664,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,3/1/14,667,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,4/1/14,658,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,5/1/14,668,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,6/1/14,666,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,7/1/14,669,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,8/1/14,661,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,9/1/14,675,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,10/1/14,678,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,11/1/14,699,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,12/1/14,687,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,1/1/15,670,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,2/1/15,679,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,3/1/15,693,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,4/1/15,685,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,5/1/15,676,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,6/1/15,688,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,7/1/15,692,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,8/1/15,696,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,9/1/15,684,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,10/1/15,681,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,11/1/15,674,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,12/1/15,670,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,1/1/16,667,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,2/1/16,660,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,3/1/16,659,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,4/1/16,664,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,5/1/16,662,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,6/1/16,662,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,7/1/16,654,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,8/1/16,649,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,9/1/16,643,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,10/1/16,641,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,11/1/16,632,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,12/1/16,624,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,1/1/17,626,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,2/1/17,620,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,3/1/17,611,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,4/1/17,617,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,5/1/17,624,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,6/1/17,628,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,7/1/17,626,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,8/1/17,631,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,9/1/17,640,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,10/1/17,634,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,11/1/17,632,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,12/1/17,633,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,1/1/18,632,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,2/1/18,636,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,3/1/18,638,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,4/1/18,642,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,5/1/18,645,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,6/1/18,636,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,7/1/18,634,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,8/1/18,643,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,9/1/18,641,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,10/1/18,636,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,11/1/18,639,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,12/1/18,644,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,1/1/09,3586,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,2/1/09,3581,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,3/1/09,3579,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,4/1/09,3571,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,5/1/09,3580,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,6/1/09,3550,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,7/1/09,3530,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,8/1/09,3520,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,9/1/09,3535,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,10/1/09,3543,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,11/1/09,3550,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,12/1/09,3560,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,1/1/10,3580,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,2/1/10,3590,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,3/1/10,3570,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,4/1/10,3510,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,5/1/10,3520,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,6/1/10,3515,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,7/1/10,3535,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,8/1/10,3545,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,9/1/10,3530,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,10/1/10,3550,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,11/1/10,3535,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,12/1/10,3545,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,1/1/11,3535,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,2/1/11,3545,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,3/1/11,3560,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,4/1/11,3580,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,5/1/11,3575,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,6/1/11,3570,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,7/1/11,3650,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,8/1/11,3650,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,9/1/11,3650,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,10/1/11,3600,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,11/1/11,3600,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,12/1/11,3550,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,1/1/12,3450,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,2/1/12,3400,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,3/1/12,3350,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,4/1/12,3200,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,5/1/12,3125,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,6/1/12,2950,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,7/1/12,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,8/1/12,2750,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,9/1/12,2700,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,10/1/12,2700,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,11/1/12,2680,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,12/1/12,2680,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,1/1/13,2680,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,2/1/13,2680,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,3/1/13,2680,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,4/1/13,2680,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,5/1/13,2680,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,6/1/13,2680,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,7/1/13,2680,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,8/1/13,2680,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,9/1/13,2680,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,10/1/13,2680,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,11/1/13,2680,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,12/1/13,2700,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,1/1/14,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,2/1/14,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,3/1/14,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,4/1/14,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,5/1/14,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,6/1/14,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,7/1/14,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,8/1/14,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,9/1/14,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,10/1/14,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,11/1/14,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,12/1/14,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,1/1/15,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,2/1/15,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,3/1/15,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,4/1/15,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,5/1/15,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,6/1/15,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,7/1/15,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,8/1/15,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,9/1/15,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,10/1/15,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,11/1/15,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,12/1/15,2800,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,1/1/16,3050,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,2/1/16,3200,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,3/1/16,3500,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,4/1/16,3590,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,5/1/16,3620,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,6/1/16,3630,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,7/1/16,3650,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,8/1/16,3670,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,9/1/16,3690,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,10/1/16,3700,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,11/1/16,3990,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,12/1/16,4010,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,1/1/17,3920,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,2/1/17,3870,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,3/1/17,3891,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,4/1/17,3862,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,5/1/17,3893,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,6/1/17,3880,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,7/1/17,3900,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,8/1/17,3830,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,9/1/17,3840,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,10/1/17,3850,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,11/1/17,3878,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,12/1/17,3811,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,1/1/18,3817,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,2/1/18,3810,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,3/1/18,3806,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,4/1/18,3804,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,5/1/18,3806,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,6/1/18,3802,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,7/1/18,3722,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,8/1/18,3520,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,9/1/18,3400,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,10/1/18,3400,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,11/1/18,2700,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,12/1/18,2600,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,1/1/09,2181,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,2/1/09,2187,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,3/1/09,2328,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,4/1/09,2293,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,5/1/09,2311,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,6/1/09,2407,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,7/1/09,2412,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,8/1/09,2390,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,9/1/09,2374,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,10/1/09,2384,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,11/1/09,2377,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,12/1/09,2378,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,1/1/10,2391,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,2/1/10,2449,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,3/1/10,2275,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,4/1/10,2290,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,5/1/10,2296,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,6/1/10,2319,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,7/1/10,2301,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,8/1/10,2333,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,9/1/10,2370,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,10/1/10,2373,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,11/1/10,2403,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,12/1/10,2775,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,1/1/11,2652,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,2/1/11,2630,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,3/1/11,2525,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,4/1/11,2624,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,5/1/11,2721,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,6/1/11,2712,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,7/1/11,2719,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,8/1/11,2689,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,9/1/11,2700,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,10/1/11,2700,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,11/1/11,2700,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,12/1/11,2700,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,1/1/12,2647,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,2/1/12,2541,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,3/1/12,2691,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,4/1/12,2942,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,5/1/12,2915,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,6/1/12,2951,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,7/1/12,3051,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,8/1/12,3165,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,9/1/12,3235,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,10/1/12,3137,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,11/1/12,3190,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,12/1/12,3100,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,1/1/13,3050,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,2/1/13,3050,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,3/1/13,3050,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,4/1/13,3150,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,5/1/13,3070,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,6/1/13,2994,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,7/1/13,2972,Thousand barrels per day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
